year,code,date,circulate,return1,return2,type,mean_mv,SB
2019,002693,2019-06-01,1863785.71,0.035875,0.035874,4,4378639.125,1
2020,002693,2020-06-01,2061459.96,-0.04486,-0.04486,4,4823275.33,1
2013,002694,2013-06-01,423438.84,-0.210145,-0.210145,4,2494599.06,1
2014,002694,2014-06-01,928651.98,0.054339,0.054265,4,3496611.82,1
2015,002694,2015-06-01,1860625.2,-0.22504,-0.22504,4,8414587.47,1
2016,002694,2016-06-01,5391955.03,0.194613,0.194613,4,6419702.33,1
2018,002694,2018-06-01,2524450.54,-0.18328,-0.18328,4,4026835.105,1
2019,002694,2019-06-01,1965909.08,-0.036675,-0.036675,4,4378639.125,1
2020,002694,2020-06-01,1437969.92,-0.027682,-0.027682,4,4823275.33,1
2013,002695,2013-06-01,603490.4,-0.153305,-0.152473,4,2494599.06,1
2014,002695,2014-06-01,1200934.52,0.088904,0.088551,4,3496611.82,1
2015,002695,2015-06-01,1901233.39,-0.143366,-0.143366,4,8414587.47,1
2016,002695,2016-06-01,5708572.0,0.547634,0.547634,4,6419702.33,1
2017,002695,2017-06-01,9685075.29,0.380737,0.380737,4,5528310.125,2
2018,002695,2018-06-01,6066774.69,-0.174584,-0.174584,4,4026835.105,2
2019,002695,2019-06-01,6502275.7,0.110681,0.110681,4,4378639.125,2
2020,002695,2020-06-01,11633186.35,-0.015997,-0.015997,4,4823275.33,2
2013,002696,2013-06-01,369600.0,-0.178096,-0.176697,4,2494599.06,1
2014,002696,2014-06-01,853430.41,0.03331,0.033062,4,3496611.82,1
2015,002696,2015-06-01,1732035.73,0.006102,0.006922,4,8414587.47,1
2016,002696,2016-06-01,1986153.09,0.115938,0.115362,4,6419702.33,1
2017,002696,2017-06-01,2165674.77,0.122532,0.12199,4,5528310.125,1
2018,002696,2018-06-01,2680397.78,-0.15859,-0.158026,4,4026835.105,1
2019,002696,2019-06-01,1371279.15,-0.11065,-0.11065,4,4378639.125,1
2020,002696,2020-06-01,2134381.24,-0.071742,-0.071742,4,4823275.33,1
2013,002697,2013-06-01,693448.68,-0.150123,-0.150123,4,2494599.06,1
2014,002697,2014-06-01,1586142.84,-0.000788,-0.000772,4,3496611.82,1
2015,002697,2015-06-01,3997695.92,-0.065515,-0.065515,4,8414587.47,1
2016,002697,2016-06-01,4417655.03,0.082437,0.082437,4,6419702.33,1
2017,002697,2017-06-01,4439673.39,-0.003284,-0.003284,4,5528310.125,1
2018,002697,2018-06-01,4181876.64,-0.173911,-0.173299,4,4026835.105,2
2019,002697,2019-06-01,6382169.75,0.076539,0.076539,4,4378639.125,2
2020,002697,2020-06-01,11774217.0,-0.021505,-0.021505,4,4823275.33,2
2013,002698,2013-06-01,727750.0,-0.049454,-0.049521,4,2494599.06,1
2014,002698,2014-06-01,2664693.13,0.039953,0.039867,4,3496611.82,1
2015,002698,2015-06-01,5687478.77,-0.249787,-0.249787,4,8414587.47,1
2016,002698,2016-06-01,10026443.33,0.053034,0.053034,4,6419702.33,2
2017,002698,2017-06-01,6127270.93,0.015268,0.015437,4,5528310.125,2
2018,002698,2018-06-01,4824617.29,-0.15848,-0.15848,4,4026835.105,2
2019,002698,2019-06-01,7439838.28,0.046296,0.046296,4,4378639.125,2
2020,002698,2020-06-01,10477222.68,0.167727,0.166968,4,4823275.33,2
2013,002699,2013-06-01,517000.0,0.197605,0.197605,4,2494599.06,1
2014,002699,2014-06-01,1191769.7,0.01,0.01,4,3496611.82,1
2015,002699,2015-06-01,5450073.2,-0.069668,-0.069668,4,8414587.47,1
2016,002699,2016-06-01,12600949.53,-0.138323,-0.138323,4,6419702.33,2
2017,002699,2017-06-01,9554725.89,0.053701,0.054202,4,5528310.125,2
2019,002699,2019-06-01,4500620.27,-0.095023,-0.095023,4,4378639.125,2
2020,002699,2020-06-01,4330239.84,0.099638,0.099638,4,4823275.33,1
2013,002701,2013-06-01,2162094.0,-0.173021,-0.173021,4,2494599.06,1
2014,002701,2014-06-01,6537399.55,-0.065338,-0.065338,4,3496611.82,2
2015,002701,2015-06-01,13498741.52,-0.162484,-0.162484,4,8414587.47,2
2016,002701,2016-06-01,13441534.61,0.017281,0.017281,4,6419702.33,2
2017,002701,2017-06-01,11501447.9,-0.016923,-0.016923,4,5528310.125,2
2018,002701,2018-06-01,9818092.13,-0.131955,-0.131955,4,4026835.105,2
2019,002701,2019-06-01,10990156.39,0.021882,0.021882,4,4378639.125,2
2020,002701,2020-06-01,9772998.65,0.066874,0.065915,4,4823275.33,2
2013,002702,2013-06-01,488520.0,-0.224719,-0.224719,4,2494599.06,1
2014,002702,2014-06-01,887550.0,0.039286,0.039286,4,3496611.82,1
2015,002702,2015-06-01,3078596.0,-0.216562,-0.216563,4,8414587.47,1
2016,002702,2016-06-01,3327560.0,-0.008309,-0.008309,4,6419702.33,1
2017,002702,2017-06-01,2654339.2,-0.080089,-0.080089,4,5528310.125,1
2018,002702,2018-06-01,1473083.15,-0.106115,-0.106115,4,4026835.105,1
2019,002702,2019-06-01,1632435.2,0.032258,0.032258,4,4378639.125,1
2020,002702,2020-06-01,2069239.15,0.037986,0.038095,4,4823275.33,1
2013,002703,2013-06-01,239850.0,0.031986,0.031451,4,2494599.06,1
2014,002703,2014-06-01,308700.0,0.023372,0.023371,4,3496611.82,1
2016,002703,2016-06-01,3045808.08,0.22902,0.22902,4,6419702.33,1
2017,002703,2017-06-01,3794412.52,0.238806,0.238806,4,5528310.125,1
2018,002703,2018-06-01,2226009.72,-0.131579,-0.131579,4,4026835.105,1
2019,002703,2019-06-01,3368171.65,-0.091045,-0.091045,4,4378639.125,1
2020,002703,2020-06-01,2344999.64,0.009524,0.009524,4,4823275.33,1
2014,002705,2014-06-01,1135440.0,0.089911,0.088426,4,3496611.82,1
2015,002705,2015-06-01,2056312.9,-0.185089,-0.185089,4,8414587.47,1
2016,002705,2016-06-01,2105887.53,0.011003,0.011003,4,6419702.33,1
2017,002705,2017-06-01,3198847.25,0.097012,0.095813,4,5528310.125,1
2018,002705,2018-06-01,4483139.38,0.010931,0.01206,4,4026835.105,2
2019,002705,2019-06-01,9156015.84,0.099039,0.092166,4,4378639.125,2
2020,002705,2020-06-01,29042285.78,0.055318,0.054317,4,4823275.33,2
2014,002706,2014-06-01,734083.2,0.136,0.136,4,3496611.82,1
2015,002706,2015-06-01,2264787.2,0.253846,0.253846,4,8414587.47,1
2016,002706,2016-06-01,1957773.67,0.095296,0.095296,4,6419702.33,1
2017,002706,2017-06-01,4315949.16,0.038462,0.038462,4,5528310.125,1
2018,002706,2018-06-01,3580032.78,-0.073654,-0.073654,4,4026835.105,1
2019,002706,2019-06-01,3257209.72,0.010753,0.010753,4,4378639.125,1
2020,002706,2020-06-01,9812772.38,0.166434,0.166434,4,4823275.33,2
2014,002707,2014-06-01,1311750.0,0.1435,0.143364,4,3496611.82,1
2015,002707,2015-06-01,7745570.14,-0.318188,-0.318188,4,8414587.47,1
2016,002707,2016-06-01,7087418.35,-0.033333,-0.033333,4,6419702.33,2
2017,002707,2017-06-01,5965958.47,0.124144,0.124144,4,5528310.125,2
2018,002707,2018-06-01,4899336.36,-0.146396,-0.146454,4,4026835.105,2
2019,002707,2019-06-01,3222550.0,0.023609,0.023609,4,4378639.125,1
2020,002707,2020-06-01,3949826.39,0.07946,0.07946,4,4823275.33,1
2014,002708,2014-06-01,803174.4,-0.002885,-0.002885,4,3496611.82,1
2015,002708,2015-06-01,2254501.34,-0.066515,-0.066515,4,8414587.47,1
2016,002708,2016-06-01,1849168.16,-0.045487,-0.045487,4,6419702.33,1
2017,002708,2017-06-01,2103747.85,0.087574,0.087574,4,5528310.125,1
2018,002708,2018-06-01,1235492.03,-0.151815,-0.151815,4,4026835.105,1
2019,002708,2019-06-01,3451343.98,-0.181818,-0.181818,4,4378639.125,1
2020,002708,2020-06-01,2497832.47,0.011147,0.011146,4,4823275.33,1
2014,002709,2014-06-01,931448.7,0.207321,0.206442,4,3496611.82,1
2015,002709,2015-06-01,2232585.57,-0.27187,-0.27187,4,8414587.47,1
2016,002709,2016-06-01,10011384.21,0.277443,0.277443,4,6419702.33,2
2017,002709,2017-06-01,7377469.51,0.112158,0.112097,4,5528310.125,2
2018,002709,2018-06-01,6915608.97,-0.078431,-0.078431,4,4026835.105,2
2019,002709,2019-06-01,8197112.23,0.020236,0.020236,4,4378639.125,2
2020,002709,2020-06-01,18312755.18,0.209871,0.209868,4,4823275.33,2
2014,002712,2014-06-01,1087823.78,0.11149,0.11039,4,3496611.82,1
2017,002712,2017-06-01,3465037.5,-0.21413,-0.21413,4,5528310.125,1
2018,002712,2018-06-01,3324623.94,-0.056345,-0.056345,4,4026835.105,1
2019,002712,2019-06-01,2609104.28,-0.028235,-0.02821,4,4378639.125,1
2020,002712,2020-06-01,3040607.65,0.008658,0.008658,4,4823275.33,1
2014,002713,2014-06-01,1106710.82,0.105017,0.105017,4,3496611.82,1
2015,002713,2015-06-01,2097320.0,-0.332406,-0.332406,4,8414587.47,1
2016,002713,2016-06-01,1811856.3,-0.014596,-0.014596,4,6419702.33,1
2017,002713,2017-06-01,1271500.25,0.001968,0.001968,4,5528310.125,1
2018,002713,2018-06-01,1559521.25,-0.077732,-0.072805,4,4026835.105,1
2019,002713,2019-06-01,4030845.91,-0.039152,-0.035094,4,4378639.125,1
2020,002713,2020-06-01,2773220.35,-0.129723,-0.129723,4,4823275.33,1
2014,002714,2014-06-01,2665025.0,0.12058,0.12058,4,3496611.82,1
2015,002714,2015-06-01,8414587.47,0.263736,0.26361,4,8414587.47,2
2016,002714,2016-06-01,7757617.74,-0.029948,-0.029948,4,6419702.33,2
2017,002714,2017-06-01,16388876.0,0.127122,0.127122,4,5528310.125,2
2018,002714,2018-06-01,26536022.71,-0.156357,-0.156357,4,4026835.105,2
2019,002714,2019-06-01,68381200.19,-0.071981,-0.071981,4,4378639.125,2
2020,002714,2020-06-01,193893851.94,0.165066,0.164406,4,4823275.33,2
2014,002715,2014-06-01,784300.0,-0.086143,-0.086142,4,3496611.82,1
2015,002715,2015-06-01,2527377.78,-0.17695,-0.176949,4,8414587.47,1
2016,002715,2016-06-01,1803799.5,-0.00655,-0.00655,4,6419702.33,1
2017,002715,2017-06-01,1616770.84,0.120225,0.120225,4,5528310.125,1
2018,002715,2018-06-01,1236813.1,-0.128488,-0.128488,4,4026835.105,1
2019,002715,2019-06-01,1410393.02,-0.049217,-0.049217,4,4378639.125,1
2020,002715,2020-06-01,2293175.39,0.153846,0.153846,4,4823275.33,1
2014,002717,2014-06-01,964135.7,0.133249,0.133249,4,3496611.82,1
2015,002717,2015-06-01,3159066.56,0.113637,0.113612,4,8414587.47,1
2016,002717,2016-06-01,4606520.65,-0.013545,-0.013545,4,6419702.33,1
2017,002717,2017-06-01,5010187.45,0.059289,0.059289,4,5528310.125,1
2018,002717,2018-06-01,5208992.38,-0.071902,-0.071902,4,4026835.105,2
2019,002717,2019-06-01,5166087.13,0.016129,0.016129,4,4378639.125,2
2020,002717,2020-06-01,4581792.62,-0.156863,-0.156863,4,4823275.33,1
2014,002718,2014-06-01,737792.0,0.177284,0.176141,4,3496611.82,1
2015,002718,2015-06-01,1096208.0,-0.293623,-0.292605,4,8414587.47,1
2016,002718,2016-06-01,1592454.59,0.327598,0.327598,4,6419702.33,1
2017,002718,2017-06-01,2011201.36,0.061987,0.061987,4,5528310.125,1
2018,002718,2018-06-01,900703.26,-0.085865,-0.085865,4,4026835.105,1
2019,002718,2019-06-01,1277414.83,0.019911,0.01958,4,4378639.125,1
2020,002718,2020-06-01,1058979.59,0.187061,0.185567,4,4823275.33,1
2015,002721,2015-06-01,5108055.2,-0.023298,-0.023298,4,8414587.47,1
2016,002721,2016-06-01,4955340.58,0.047032,0.047027,4,6419702.33,1
2017,002721,2017-06-01,5206944.06,0.005387,0.005387,4,5528310.125,1
2019,002721,2019-06-01,3652242.7,0.114695,0.114695,4,4378639.125,1
2020,002721,2020-06-01,2405321.9,0.035616,0.035616,4,4823275.33,1
2014,002722,2014-06-01,946176.0,-0.00248,-0.00248,4,3496611.82,1
2015,002722,2015-06-01,1303637.03,-0.268334,-0.268068,4,8414587.47,1
2016,002722,2016-06-01,1736353.03,0.315954,0.315698,4,6419702.33,1
2017,002722,2017-06-01,2981926.69,0.338803,0.338898,4,5528310.125,1
2018,002722,2018-06-01,1913646.02,-0.110632,-0.110256,4,4026835.105,1
2019,002722,2019-06-01,2562894.92,0.006766,0.006766,4,4378639.125,1
2020,002722,2020-06-01,2058238.87,0.033408,0.033163,4,4823275.33,1
2014,002723,2014-06-01,700733.5,-0.008262,-0.008262,4,3496611.82,1
2015,002723,2015-06-01,1153053.0,-0.33254,-0.332274,4,8414587.47,1
2016,002723,2016-06-01,1376965.68,0.352358,0.352428,4,6419702.33,1
2017,002723,2017-06-01,1375057.97,0.082133,0.082133,4,5528310.125,1
2018,002723,2018-06-01,2040876.0,-0.094972,-0.094972,4,4026835.105,1
2019,002723,2019-06-01,1979610.0,-0.082864,-0.082864,4,4378639.125,1
2020,002723,2020-06-01,3285352.61,0.101276,0.101117,4,4823275.33,1
2015,002724,2015-06-01,1330000.0,-0.38639,-0.38639,4,8414587.47,1
2016,002724,2016-06-01,1348329.26,0.137295,0.137159,4,6419702.33,1
2017,002724,2017-06-01,1495904.81,0.098572,0.098429,4,5528310.125,1
2018,002724,2018-06-01,1854756.98,-0.109924,-0.110065,4,4026835.105,1
2019,002724,2019-06-01,1938485.87,-1e-06,0.0,4,4378639.125,1
2020,002724,2020-06-01,2044890.0,0.011494,0.011494,4,4823275.33,1
2014,002725,2014-06-01,778250.0,0.04358,0.04358,4,3496611.82,1
2015,002725,2015-06-01,1220198.4,-0.266008,-0.266008,4,8414587.47,1
2016,002725,2016-06-01,1215432.0,0.131657,0.131657,4,6419702.33,1
2017,002725,2017-06-01,1340664.01,0.200245,0.200245,4,5528310.125,1
2018,002725,2018-06-01,1396133.34,0.331937,0.331937,4,4026835.105,1
2019,002725,2019-06-01,1825783.95,-0.179365,-0.179365,4,4378639.125,1
2020,002725,2020-06-01,2021699.75,0.171923,0.171923,4,4823275.33,1
2014,002726,2014-06-01,931305.4,,,4,3496611.82,1
2015,002726,2015-06-01,1564549.4,-0.272589,-0.272589,4,8414587.47,1
2016,002726,2016-06-01,1641308.45,0.007236,0.007285,4,6419702.33,1
2017,002726,2017-06-01,7959442.79,-0.02372,-0.02372,4,5528310.125,2
2018,002726,2018-06-01,5259095.11,-0.264368,-0.264368,4,4026835.105,2
2019,002726,2019-06-01,8163503.48,-0.037168,-0.037168,4,4378639.125,2
2020,002726,2020-06-01,8274109.05,0.133417,0.133378,4,4823275.33,2
2016,002727,2016-06-01,4798132.45,0.11657,0.11657,4,6419702.33,1
2017,002727,2017-06-01,3631936.26,0.066667,0.066667,4,5528310.125,1
2018,002727,2018-06-01,8678987.44,-0.041853,-0.042118,4,4026835.105,2
2019,002727,2019-06-01,8326701.45,-0.007317,-0.007317,4,4378639.125,2
2020,002727,2020-06-01,11863354.78,0.200971,0.200971,4,4823275.33,2
2015,002728,2015-06-01,1487750.0,-0.27621,-0.27621,4,8414587.47,1
2016,002728,2016-06-01,1465157.0,0.114001,0.114001,4,6419702.33,1
2017,002728,2017-06-01,1291888.5,0.037919,0.037919,4,5528310.125,1
2018,002728,2018-06-01,1783938.5,-0.092476,-0.092476,4,4026835.105,1
2019,002728,2019-06-01,1989545.88,0.053832,0.053832,4,4378639.125,1
2020,002728,2020-06-01,1798445.54,0.041974,0.041973,4,4823275.33,1
2015,002729,2015-06-01,1417800.0,0.23117,0.23117,4,8414587.47,1
2016,002729,2016-06-01,1569984.0,0.073937,0.073931,4,6419702.33,1
2018,002729,2018-06-01,1809028.4,-0.047402,-0.047402,4,4026835.105,1
2019,002729,2019-06-01,2281122.8,-0.075405,-0.075405,4,4378639.125,1
2020,002729,2020-06-01,2223111.2,0.045622,0.045696,4,4823275.33,1
2015,002730,2015-06-01,1421329.2,-0.120585,-0.120488,4,8414587.47,1
2016,002730,2016-06-01,1712602.32,0.037959,0.037959,4,6419702.33,1
2017,002730,2017-06-01,1696174.48,0.021901,0.021927,4,5528310.125,1
2018,002730,2018-06-01,2257177.23,-0.210777,-0.210819,4,4026835.105,1
2019,002730,2019-06-01,2306562.06,0.023299,0.023047,4,4378639.125,1
2020,002730,2020-06-01,2064241.81,0.010942,0.011096,4,4823275.33,1
2015,002731,2015-06-01,1280743.2,-0.309823,-0.309611,4,8414587.47,1
2016,002731,2016-06-01,1426848.2,0.107839,0.107839,4,6419702.33,1
2017,002731,2017-06-01,1137846.0,0.003297,0.003297,4,5528310.125,1
2018,002731,2018-06-01,1878444.57,-0.106753,-0.106667,4,4026835.105,1
2019,002731,2019-06-01,2262044.68,0.105594,0.105594,4,4378639.125,1
2020,002731,2020-06-01,1717504.81,0.0625,0.0625,4,4823275.33,1
2015,002732,2015-06-01,1316257.5,-0.240463,-0.240463,4,8414587.47,1
2016,002732,2016-06-01,1614247.26,0.073909,0.07391,4,6419702.33,1
2017,002732,2017-06-01,1750496.05,0.10333,0.10333,4,5528310.125,1
2018,002732,2018-06-01,3419000.51,-0.123139,-0.122814,4,4026835.105,1
2019,002732,2019-06-01,2625331.75,0.03757,0.037286,4,4378639.125,1
2020,002732,2020-06-01,3370953.17,-0.018552,-0.018667,4,4823275.33,1
2015,002733,2015-06-01,1375980.0,-0.289252,-0.289252,4,8414587.47,1
2016,002733,2016-06-01,3004386.6,0.091145,0.091145,4,6419702.33,1
2017,002733,2017-06-01,1885150.86,0.045435,0.045484,4,5528310.125,1
2018,002733,2018-06-01,3187767.87,-0.0519,-0.0519,4,4026835.105,1
2019,002733,2019-06-01,6616758.39,-0.043067,-0.043067,4,4378639.125,2
2020,002733,2020-06-01,6918892.11,0.046906,0.046738,4,4823275.33,2
2015,002734,2015-06-01,1228500.0,-0.182703,-0.182703,4,8414587.47,1
2016,002734,2016-06-01,2635325.28,0.170791,0.170791,4,6419702.33,1
2017,002734,2017-06-01,2349776.46,0.083149,0.083149,4,5528310.125,1
2018,002734,2018-06-01,1603780.94,-0.180769,-0.176968,4,4026835.105,1
2019,002734,2019-06-01,3049793.41,0.112268,0.112268,4,4378639.125,1
2020,002734,2020-06-01,4797328.85,0.175962,0.175962,4,4823275.33,1
2015,002735,2015-06-01,820000.0,-0.288194,-0.288194,4,8414587.47,1
2017,002735,2017-06-01,824976.4,0.018779,0.018889,4,5528310.125,1
2018,002735,2018-06-01,1357163.38,0.008102,0.008102,4,4026835.105,1
2019,002735,2019-06-01,1172117.82,0.142928,0.141233,4,4378639.125,1
2020,002735,2020-06-01,1600384.32,0.093977,0.093977,4,4823275.33,1
2015,002736,2015-06-01,30108000.0,-0.155927,-0.155311,4,8414587.47,2
2016,002736,2016-06-01,37864778.45,0.142662,0.141304,4,6419702.33,2
2017,002736,2017-06-01,29084539.97,0.007673,0.007491,4,5528310.125,2
2018,002736,2018-06-01,74620000.0,-0.076881,-0.075924,4,4026835.105,2
2019,002736,2019-06-01,107912000.0,0.114095,0.11316,4,4378639.125,2
2020,002736,2020-06-01,92660000.0,0.058053,0.058052,4,4823275.33,2
2015,002737,2015-06-01,3411996.63,-0.335876,-0.335058,4,8414587.47,1
2016,002737,2016-06-01,4501017.2,0.082322,0.082322,4,6419702.33,1
2017,002737,2017-06-01,3699779.96,0.0177,0.017337,4,5528310.125,1
2018,002737,2018-06-01,5920969.08,-0.0995,-0.0995,4,4026835.105,2
2019,002737,2019-06-01,7953224.9,0.005882,0.005882,4,4378639.125,2
2020,002737,2020-06-01,7803501.84,0.091791,0.091791,4,4823275.33,2
2015,002738,2015-06-01,990000.0,-0.397697,-0.397163,4,8414587.47,1
2016,002738,2016-06-01,1737192.15,0.11953,0.119666,4,6419702.33,1
2017,002738,2017-06-01,2050249.25,0.056741,0.056741,4,5528310.125,1
2018,002738,2018-06-01,2674970.06,0.059582,0.059339,4,4026835.105,1
2019,002738,2019-06-01,3180917.57,0.038869,0.038869,4,4378639.125,1
2020,002738,2020-06-01,3177831.07,0.002676,0.002676,4,4823275.33,1
2016,002739,2016-06-01,32439400.0,-0.002329,-0.002491,4,6419702.33,2
2017,002739,2017-06-01,21552579.02,-0.076761,-0.076354,4,5528310.125,2
2019,002739,2019-06-01,32476550.57,-0.024855,-0.024855,4,4378639.125,2
2020,002739,2020-06-01,29801514.49,-0.054489,-0.054489,4,4823275.33,2
2015,002740,2015-06-01,1804250.0,-0.054995,-0.054995,4,8414587.47,1
2016,002740,2016-06-01,1985935.49,-0.005083,-0.005083,4,6419702.33,1
2017,002740,2017-06-01,1594957.27,-0.026852,-0.026852,4,5528310.125,1
2018,002740,2018-06-01,1468924.43,-0.086022,-0.086022,4,4026835.105,1
2019,002740,2019-06-01,1602539.46,-0.26864,-0.26864,4,4378639.125,1
2020,002740,2020-06-01,1568496.72,0.37792,0.377919,4,4823275.33,1
2015,002741,2015-06-01,2101200.0,0.029697,0.029697,4,8414587.47,1
2016,002741,2016-06-01,3458010.96,0.156151,0.156151,4,6419702.33,1
2017,002741,2017-06-01,2368615.44,0.145788,0.145788,4,5528310.125,1
2018,002741,2018-06-01,3417675.64,-0.218425,-0.218425,4,4026835.105,1
2019,002741,2019-06-01,2649572.81,-0.000481,-0.000416,4,4378639.125,1
2020,002741,2020-06-01,3764051.5,0.032371,0.032371,4,4823275.33,1
2015,002742,2015-06-01,1205280.0,-0.369492,-0.369492,4,8414587.47,1
2016,002742,2016-06-01,1640539.83,0.050909,0.050909,4,6419702.33,1
2017,002742,2017-06-01,1878895.08,-0.018539,-0.018539,4,5528310.125,1
2018,002742,2018-06-01,2627891.21,-0.231793,-0.231793,4,4026835.105,1
2019,002742,2019-06-01,1871610.26,-0.021157,-0.021157,4,4378639.125,1
2020,002742,2020-06-01,1228382.81,-0.007825,-0.007825,4,4823275.33,1
2015,002743,2015-06-01,1388358.4,-0.099804,-0.099804,4,8414587.47,1
2016,002743,2016-06-01,1601773.6,0.064993,0.064993,4,6419702.33,1
2017,002743,2017-06-01,1426619.2,-0.025842,-0.025842,4,5528310.125,1
2018,002743,2018-06-01,2350283.03,-0.167059,-0.167059,4,4026835.105,1
2019,002743,2019-06-01,2050830.54,-0.014423,-0.014423,4,4378639.125,1
2020,002743,2020-06-01,2123651.98,0.047934,0.047934,4,4823275.33,1
2015,002745,2015-06-01,1901930.0,-0.31616,-0.31616,4,8414587.47,1
2016,002745,2016-06-01,2532244.8,0.06719,0.06719,4,6419702.33,1
2017,002745,2017-06-01,6069433.38,0.201092,0.201092,4,5528310.125,2
2018,002745,2018-06-01,9248501.28,0.065269,0.065269,4,4026835.105,2
2019,002745,2019-06-01,8284068.91,-0.000853,-0.000853,4,4378639.125,2
2020,002745,2020-06-01,11272256.12,0.145781,0.144118,4,4823275.33,2
2015,002746,2015-06-01,1140905.5,-0.323168,-0.323168,4,8414587.47,1
2016,002746,2016-06-01,2348668.0,0.091385,0.091385,4,6419702.33,1
2017,002746,2017-06-01,1728865.5,0.023228,0.023735,4,5528310.125,1
2018,002746,2018-06-01,2747918.9,-0.146727,-0.146727,4,4026835.105,1
2019,002746,2019-06-01,5623056.27,-0.124505,-0.124505,4,4378639.125,2
2020,002746,2020-06-01,4811307.02,0.009139,0.009139,4,4823275.33,1
2015,002747,2015-06-01,1943100.0,-0.429286,-0.428961,4,8414587.47,1
2016,002747,2016-06-01,2064000.0,0.083465,0.083465,4,6419702.33,1
2017,002747,2017-06-01,2059200.0,-0.027581,-0.027057,4,5528310.125,1
2018,002747,2018-06-01,11517301.85,0.008658,0.008658,4,4026835.105,2
2019,002747,2019-06-01,6400581.77,-0.036888,-0.036739,4,4378639.125,2
2020,002747,2020-06-01,8737132.03,0.203219,0.203219,4,4823275.33,2
2015,002748,2015-06-01,1081800.0,-0.359503,-0.359503,4,8414587.47,1
2016,002748,2016-06-01,1229956.31,0.071429,0.071429,4,6419702.33,1
2017,002748,2017-06-01,1587318.33,0.069434,0.069285,4,5528310.125,1
2018,002748,2018-06-01,2186400.0,-0.177046,-0.176835,4,4026835.105,1
2019,002748,2019-06-01,2035200.0,-0.070175,-0.070175,4,4378639.125,1
2020,002748,2020-06-01,1624800.0,-0.014556,-0.014556,4,4823275.33,1
2015,002749,2015-06-01,1260450.0,-0.26468,-0.262476,4,8414587.47,1
2016,002749,2016-06-01,1537875.0,0.112549,0.111081,4,6419702.33,1
2017,002749,2017-06-01,1262625.0,0.052187,0.052188,4,5528310.125,1
2018,002749,2018-06-01,3198756.02,0.127536,0.127536,4,4026835.105,1
2019,002749,2019-06-01,2761227.45,0.011265,0.011265,4,4378639.125,1
2020,002749,2020-06-01,3495004.64,0.044408,0.044408,4,4823275.33,1
2015,002750,2015-06-01,1704480.0,-0.102074,-0.102364,4,8414587.47,1
2016,002750,2016-06-01,3370500.0,0.036678,0.036678,4,6419702.33,1
2017,002750,2017-06-01,2778750.0,0.059177,0.059177,4,5528310.125,1
2018,002750,2018-06-01,2852530.18,-0.195067,-0.195067,4,4026835.105,1
2019,002750,2019-06-01,4604571.7,-0.160753,-0.160753,4,4378639.125,2
2020,002750,2020-06-01,3670944.13,0.059633,0.059633,4,4823275.33,1
2015,002751,2015-06-01,2085074.4,-0.201479,-0.201479,4,8414587.47,1
2016,002751,2016-06-01,4861559.5,-0.027549,-0.027622,4,6419702.33,1
2017,002751,2017-06-01,2813947.5,0.101367,0.101367,4,5528310.125,1
2018,002751,2018-06-01,2956817.98,-0.174934,-0.17452,4,4026835.105,1
2019,002751,2019-06-01,1998779.75,0.050456,0.050457,4,4378639.125,1
2020,002751,2020-06-01,2666480.68,0.065666,0.065666,4,4823275.33,1
2015,002752,2015-06-01,2006400.0,-0.585574,-0.585574,4,8414587.47,1
2016,002752,2016-06-01,1845063.47,-0.038264,-0.038264,4,6419702.33,1
2017,002752,2017-06-01,1950574.34,-0.010073,-0.009956,4,5528310.125,1
2018,002752,2018-06-01,1521905.24,0.204005,0.203481,4,4026835.105,1
2019,002752,2019-06-01,5269158.8,-0.05114,-0.051111,4,4378639.125,2
2020,002752,2020-06-01,4490694.96,-0.024271,-0.024237,4,4823275.33,1
2015,002753,2015-06-01,965770.0,-0.066157,-0.066157,4,8414587.47,1
2016,002753,2016-06-01,1439064.0,0.078959,0.078959,4,6419702.33,1
2017,002753,2017-06-01,1575200.25,0.16596,0.165457,4,5528310.125,1
2018,002753,2018-06-01,2874815.88,0.046224,0.045937,4,4026835.105,1
2019,002753,2019-06-01,1731789.77,-0.021609,-0.020925,4,4378639.125,1
2020,002753,2020-06-01,1864110.84,0.107086,0.106635,4,4823275.33,1
2015,002755,2015-06-01,1000169.8,0.409643,0.409643,4,8414587.47,1
2016,002755,2016-06-01,1326535.0,0.134656,0.134656,4,6419702.33,1
2017,002755,2017-06-01,1135022.0,-0.098441,-0.098438,4,5528310.125,1
2018,002755,2018-06-01,1646977.68,-0.239459,-0.239459,4,4026835.105,1
2019,002755,2019-06-01,1745574.56,-0.090878,-0.090698,4,4378639.125,1
2020,002755,2020-06-01,2850163.53,0.116948,0.11617,4,4823275.33,1
2015,002756,2015-06-01,2654500.0,-0.346182,-0.346182,4,8414587.47,1
2016,002756,2016-06-01,3145908.15,-0.055725,-0.055469,4,6419702.33,1
2017,002756,2017-06-01,3823155.64,0.021369,0.021369,4,5528310.125,1
2018,002756,2018-06-01,3237540.7,-0.184031,-0.175494,4,4026835.105,1
2019,002756,2019-06-01,2701185.0,-0.054404,-0.054404,4,4378639.125,1
2020,002756,2020-06-01,3528714.24,0.088369,0.088369,4,4823275.33,1
2015,002757,2015-06-01,1064893.0,0.728039,0.728039,4,8414587.47,1
2016,002757,2016-06-01,1487360.7,0.000739,0.000739,4,6419702.33,1
